Tue May 19 19:40:51 2026    profile

         3485717 function calls (3017295 primitive calls) in 111.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:193(bool_value)
       24    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:89(_default_to_weights_only)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:323(double_array_value)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/cv_bridge/core.py:86(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:382(Stack)
        3    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:736(ProxyFile)
       11    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:801(value)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       10    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:146(type_)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:81(_combine_flags)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:165(node)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:214(liveliness_lease_duration)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:206(integer_value)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:7(abstractmethod)
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/grammar.py:85(Rule)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_set_parameters_result.py:137(reason)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:283(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_parser.py:86(ParserState)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1059(VerboseHook)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:262(Transformer_InPlace)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:485(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:1827(__init__)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:103(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:239(avoid_ros_namespace_conventions)
        4    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:522(has_parameter)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:433(AbstractFile)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:164(depth)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:26(Rule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:140(UnexpectedEOF)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:500(<listcomp>)
        9    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:179(ConfigModuleInstance)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1342(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_analysis.py:65(IntParseTable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:220(UnitSkipRule)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:179(lifespan)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/sparse/__init__.py:538(__init__)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:383(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/grammar.py:54(NonTerminal)
        6    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_overriding_options.py:82(entity_id)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:236(string_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:329(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:189(CnfWrapper)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:224(liveliness_lease_duration)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:488(Diversion)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:277(Transformer_NonRecursive)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:236(read_only)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:724(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:194(deadline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:289(seek)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:324(Subsystem)
        4    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_set_parameters_result.py:119(successful)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/serialization/config.py:19(save)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley.py:23(Parser)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:226(__init__)
        2    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        5    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:137(handle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:258(VisitError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:196(FindRuleSize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parser_frontends.py:213(CYK_FrontEnd)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_analysis.py:136(LALR_Analyzer)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:2168(UnpicklerWrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:925(MaximallyBufferedFilter)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:458(_get_alias_module_and_name)
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/utils.py:178(Enumerator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:494(_ReplaceSymbols)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:702(NullFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:200(LineCounter)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_overriding_options.py:72(policy_kinds)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:351(LexerThread)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:129(name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/getopt.py:43(GetoptError)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.register_sigint_guard_condition}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:500(v_args)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1187(EscapeToken)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time.py:43(nanoseconds)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_analysis.py:20(__init__)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/lib/python3.10/site-packages/ament_index_python/resources.py:34(_name_is_invalid)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:828(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:210(description)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:714(UncloseableFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:54(Grammar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:560(CollapseAmbiguities)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:223(additional_constraints)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_analysis.py:19(Action)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/xearley.py:27(Parser)
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:329(LexerState)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:133(ChildFilterLALR_NoPlaceholders)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:244(dynamic_typing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:598(PrepareLiterals)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:876(BufferedFilter)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rosidl_generator_py/import_type_support_impl.py:20(UnsupportedTypeSupport)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:2929(Document)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_overriding_options.py:77(callback)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:426(RuleTreeToText)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:14(ExpandSingleChild)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parser_frontends.py:25(MakeParsingFrontend)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_utils.py:1043(get_calls)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._check_sparse_tensor_invariants}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1112(ExpansionToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:663(ValidateSymbols)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1389(ReprToken)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:249(dynamic_typing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_parser.py:160(_Parser)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getArchFlags}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:512(ApplyTemplates)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/builtin_interfaces/msg/_time.py:119(sec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:22(ForestNode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:308(MetaError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:335(get_logger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:280(Scanner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:333(VisitorBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:26(PropagatePositions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:325(ParseTreeBuilder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:71(RuleNode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/grammar_analysis.py:41(LR0ItemSet)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1101(NullToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1430(CustomToken)
        3    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:849(FunctionFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1401(InPlaceToken)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:767(__enter__)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:262(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:1071(Definition)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time_source.py:46(ros_time_is_active)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:901(PrepareGrammar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1129(LiteralToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1271(SignificatorToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1377(SimpleExpressionToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1157(ContextNameToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1306(ExpressionToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1418(StatementToken)
        3    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:264(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/grammar_analysis.py:124(GrammarAnalyzer)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:173(new_parameters)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:895(SizeBufferedFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:21(_DiscardType)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:913(_check_dill_version)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:146(stamp)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1137(PrefixToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1170(ContextLineToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parser_frontends.py:130(PostLexConnector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:843(NullFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/grammar.py:15(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parser_frontends.py:161(EarleyRegexpMatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_parser.py:72(ParseConf)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:111(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:231(InlineTransformer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:184(AmbiguousExpander)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:32(LexError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/utils.py:247(fzset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parser_frontends.py:236(MakeParsingFrontend)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/common.py:57(ParserConf)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:861(StringFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:910(LineBufferedFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1145(CommentToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:231(UnlessCallback)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:224(AmbiguousIntermediateExpander)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/validate_parameter_name.py:18(validate_parameter_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/tree.py:182(SlottedTree)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time_source.py:42(ros_time_is_active)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:88(ChildFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1124(WhitespaceToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:324(Transformer_InPlaceRecursive)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:364(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:242(CallChain)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:173(type)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:124(name)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:277(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:150(value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parse_tree_builder.py:111(ChildFilterLALR)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:270(DiversionError)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:497(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:90(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:11(LarkError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:133(clock_type)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:346(string_array_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:282(SubsystemError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:290(ContinueFlow)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:298(ParseError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/builtin_interfaces/msg/_time.py:134(nanosec)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:63(READ_ONLY__DEFAULT)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:274(FilterError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:160(node)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:278(StackUnderflowError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:488(_NoData)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:15(ConfigurationError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:294(BreakFlow)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:28(ParseError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:201(integer_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:302(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:216(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:240(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:188(bool_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:231(string_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:137(value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:197(changed_parameters)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:286(FlowError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:24(GrammarError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:283(MissingVariableError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:290(integer_array_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:302(TransientParseError)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:216(double_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:244(byte_array_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:221(deleted_parameters)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:770(__exit__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:267(bool_array_value)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:318(double_array_value)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:68(DYNAMIC_TYPING__DEFAULT)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:190(type)


